Algorithm Category,Algorithm Name,Dataset Name,Dataset Size,Run Index,Warmup,Time (s),Comparisons,Swaps/Moves,Auxiliary Elements,Status,Error Detail
Counting Sort,counting_sort_unstable,random_uniform_int,1000000,1,False,0.9474692299991148,0.0,11999991.0,10999991.0,OK,
Counting Sort,counting_sort_unstable,random_uniform_int,1000000,0,False,1.0429898069996852,0.0,11999991.0,10999991.0,OK,
Counting Sort,counting_sort_unstable,reverse_sorted_int,100000,0,False,0.061764359001244884,0.0,1199970.0,1099970.0,OK,
Counting Sort,counting_sort_unstable,reverse_sorted_int,100000,-1,True,0.09479896500124596,0.0,1199970.0,1099970.0,OK,
Counting Sort,counting_sort_unstable,random_uniform_int,1000000,2,False,1.061452547000954,0.0,11999991.0,10999991.0,OK,
Counting Sort,counting_sort_unstable,random_uniform_int,1000000,3,False,1.0473388809987227,0.0,11999991.0,10999991.0,OK,
Counting Sort,counting_sort_stable,few_unique_int,1000000,3,False,1.2953886499963119,0.0,22999713.0,10999857.0,OK,
Counting Sort,counting_sort_unstable,reverse_sorted_int,100000,1,False,0.10100975500245113,0.0,1199970.0,1099970.0,OK,
Counting Sort,counting_sort_stable,few_unique_int,1000000,1,False,1.3356995200010715,0.0,22999713.0,10999857.0,OK,
Counting Sort,counting_sort_unstable,reverse_sorted_int,100000,2,False,0.10302480199607089,0.0,1199970.0,1099970.0,OK,
Counting Sort,counting_sort_unstable,reverse_sorted_int,100000,3,False,0.09688231199834263,0.0,1199970.0,1099970.0,OK,
Counting Sort,counting_sort_stable,few_unique_int,1000000,2,False,1.3185825139953522,0.0,22999713.0,10999857.0,OK,
Counting Sort,counting_sort_stable,few_unique_int,1000000,0,False,1.3640855909980019,0.0,22999713.0,10999857.0,OK,
Counting Sort,counting_sort_stable,few_unique_int,1000000,-1,True,1.386722274000931,0.0,22999713.0,10999857.0,OK,
Counting Sort,counting_sort_unstable,partially_sorted_int,100,-1,True,9.999000030802563e-05,0.0,1185.0,1085.0,OK,
Counting Sort,counting_sort_unstable,partially_sorted_int,100,0,False,0.00010222999844700098,0.0,1185.0,1085.0,OK,
Counting Sort,counting_sort_unstable,sorted_int,1000000,-1,True,0.8054662319991621,0.0,11999990.0,10999990.0,OK,
Counting Sort,counting_sort_unstable,partially_sorted_int,100,1,False,0.00010520999785512686,0.0,1185.0,1085.0,OK,
Counting Sort,counting_sort_unstable,partially_sorted_int,100,2,False,0.00010334100079489872,0.0,1185.0,1085.0,OK,
Counting Sort,counting_sort_unstable,partially_sorted_int,100,3,False,9.791999764274806e-05,0.0,1185.0,1085.0,OK,
Counting Sort,counting_sort_unstable,partially_sorted_int,1000,-1,True,0.0009690129954833537,0.0,11991.0,10991.0,OK,
Counting Sort,counting_sort_unstable,partially_sorted_int,1000,0,False,0.0009665830002631992,0.0,11991.0,10991.0,OK,
Counting Sort,counting_sort_unstable,partially_sorted_int,1000,1,False,0.0009835829987423494,0.0,11991.0,10991.0,OK,
Counting Sort,counting_sort_unstable,partially_sorted_int,1000,2,False,0.000965363004070241,0.0,11991.0,10991.0,OK,
Counting Sort,counting_sort_unstable,partially_sorted_int,1000,3,False,0.0009830529961618595,0.0,11991.0,10991.0,OK,
Counting Sort,counting_sort_unstable,partially_sorted_int,10000,-1,True,0.009743221002281643,0.0,119962.0,109962.0,OK,
Counting Sort,counting_sort_unstable,partially_sorted_int,10000,0,False,0.010004481999203563,0.0,119962.0,109962.0,OK,
Counting Sort,counting_sort_unstable,partially_sorted_int,10000,2,False,0.009842291998211294,0.0,119962.0,109962.0,OK,
Counting Sort,counting_sort_unstable,partially_sorted_int,10000,1,False,0.010189531996729784,0.0,119962.0,109962.0,OK,
Counting Sort,counting_sort_unstable,partially_sorted_int,10000,3,False,0.010345253002014942,0.0,119962.0,109962.0,OK,
Counting Sort,counting_sort_unstable,sorted_int,1000000,0,False,0.8152541340023163,0.0,11999990.0,10999990.0,OK,
Counting Sort,counting_sort_unstable,partially_sorted_int,100000,1,False,0.07833258200116688,0.0,1199997.0,1099997.0,OK,
Counting Sort,counting_sort_unstable,partially_sorted_int,100000,0,False,0.09937696999986656,0.0,1199997.0,1099997.0,OK,
Counting Sort,counting_sort_unstable,sorted_int,1000000,1,False,0.8480898690031609,0.0,11999990.0,10999990.0,OK,
Counting Sort,counting_sort_unstable,partially_sorted_int,100000,-1,True,0.10494243699940853,0.0,1199997.0,1099997.0,OK,
Counting Sort,counting_sort_unstable,partially_sorted_int,100000,3,False,0.10033806299907155,0.0,1199997.0,1099997.0,OK,
Counting Sort,counting_sort_unstable,partially_sorted_int,100000,2,False,0.10592242000711849,0.0,1199997.0,1099997.0,OK,
Counting Sort,counting_sort_unstable,sorted_int,1000000,2,False,0.7725238959974376,0.0,11999990.0,10999990.0,OK,
Counting Sort,counting_sort_unstable,sorted_int,1000000,3,False,0.7426531200035242,0.0,11999990.0,10999990.0,OK,
Counting Sort,counting_sort_unstable,few_unique_int,100,-1,True,9.980000322684646e-05,0.0,1080.0,980.0,OK,
Counting Sort,counting_sort_unstable,few_unique_int,100,0,False,9.250999573851004e-05,0.0,1080.0,980.0,OK,
Counting Sort,counting_sort_unstable,few_unique_int,100,1,False,9.618100011721253e-05,0.0,1080.0,980.0,OK,
Counting Sort,counting_sort_unstable,few_unique_int,100,2,False,9.25109998206608e-05,0.0,1080.0,980.0,OK,
Counting Sort,counting_sort_unstable,few_unique_int,100,3,False,8.989000343717635e-05,0.0,1080.0,980.0,OK,
